Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Specter,XMM,"[""M""]",undead,"[""C"", ""E""]",[12],"{""average"": 22, ""formula"": ""5d8""}","{""walk"": 30, ""fly"": {""number"": 50, ""condition"": ""(hover)""}, ""canHover"": true}",1,14,11,10,10,11,,,10,"[""understands Common plus one other language but can't speak""]",1,"[{""name"": ""Incorporeal Movement"", ""entries"": [""The specter can move through other creatures and objects as if they were {@variantrule Difficult Terrain|XPHB}. It takes 5 ({@damage 1d10}) Force damage if it ends its turn inside an object.""]}, {""name"": ""Sunlight Sensitivity"", ""entries"": [""While in sunlight, the specter has {@variantrule Disadvantage|XPHB} on ability checks and attack rolls.""]}]","[{""name"": ""Life Drain"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}7 ({@damage 2d6}) Necrotic damage. If the target is a creature, its {@variantrule Hit Points|XPHB|Hit Point} maximum decreases by an amount equal to the damage taken.""]}]",,,,
Sphinx of Lore,XMM,"[""L""]",celestial,"[""L"", ""N""]",[17],"{""average"": 170, ""formula"": ""20d10 + 60""}","{""walk"": 40, ""fly"": 60}",18,15,16,18,18,18,,"{""arcana"": ""+12"", ""history"": ""+12"", ""perception"": ""+8"", ""religion"": ""+12""}",18,"[""Celestial"", ""Common""]","{""cr"": ""11"", ""xpLair"": 8400}","[{""name"": ""Inscrutable"", ""entries"": [""No magic can observe the sphinx remotely or detect its thoughts without its permission. Wisdom ({@skill Insight|XPHB}) checks made to ascertain its intentions or sincerity are made with {@variantrule Disadvantage|XPHB}.""]}, {""name"": ""Legendary Resistance (3/Day, or 4/Day in Lair)"", ""entries"": [""If the sphinx fails a saving throw, it can choose to succeed instead.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The sphinx makes three Claw attacks.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 8}, reach 5 ft. {@h}14 ({@damage 3d6 + 4}) Slashing damage.""]}, {""name"": ""Mind-Rending Roar {@recharge 5}"", ""entries"": [""{@actSave wis} {@dc 16}, each enemy in a 300-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the sphinx. {@actSaveFail} 35 ({@damage 10d6}) Psychic damage, and the target has the {@condition Incapacitated|XPHB} condition until the start of the sphinx's next turn.""]}]",,,"[{""name"": ""Arcane Prowl"", ""entries"": [""The sphinx can teleport up to 30 feet to an unoccupied space it can see, and it makes one Claw attack.""]}, {""name"": ""Weight of Years"", ""entries"": [""{@actSave con} {@dc 16}, one creature the sphinx can see within 120 feet. {@actSaveFail} The target gains 1 {@condition Exhaustion|XPHB} level. While the target has any {@condition Exhaustion|XPHB} levels, it appears {@dice 3d10} years older. {@actSaveSuccessOrFail} The sphinx can't take this action again until the start of its next turn.""]}]","[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The sphinx casts one of the following spells, requiring no Material components and using Intelligence as the spellcasting ability (spell save {@dc 16}):""], ""will"": [""{@spell Detect Magic|XPHB}"", ""{@spell Identify|XPHB}"", ""{@spell Mage Hand|XPHB}"", ""{@spell Minor Illusion|XPHB}"", ""{@spell Prestidigitation|XPHB}""], ""daily"": {""1e"": [""{@spell Dispel Magic|XPHB}"", ""{@spell Legend Lore|XPHB}"", ""{@spell Locate Object|XPHB}"", ""{@spell Plane Shift|XPHB}"", ""{@spell Remove Curse|XPHB}"", ""{@spell Tongues|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""action""}]"
Sphinx of Valor,XMM,"[""L""]",celestial,"[""L"", ""N""]",[17],"{""average"": 199, ""formula"": ""19d10 + 95""}","{""walk"": 40, ""fly"": 60}",22,10,20,16,23,18,"{""dex"": ""+6"", ""con"": ""+11"", ""int"": ""+9"", ""wis"": ""+12""}","{""arcana"": ""+9"", ""perception"": ""+12"", ""religion"": ""+15""}",22,"[""Celestial"", ""Common""]","{""cr"": ""17"", ""xpLair"": 20000}","[{""name"": ""Inscrutable"", ""entries"": [""No magic can observe the sphinx remotely or detect its thoughts without its permission. Wisdom ({@skill Insight|XPHB}) checks made to ascertain its intentions or sincerity are made with {@variantrule Disadvantage|XPHB}.""]}, {""name"": ""Legendary Resistance (3/Day, or 4/Day in Lair)"", ""entries"": [""If the sphinx fails a saving throw, it can choose to succeed instead.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The sphinx makes two Claw attacks and uses Roar.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 12}, reach 5 ft. {@h}20 ({@damage 4d6 + 6}) Slashing damage.""]}, {""name"": ""Roar (3/Day)"", ""entries"": [""The sphinx emits a magical roar. Whenever it roars, the roar has a different effect, as detailed below (the sequence resets when it takes a {@variantrule Long Rest|XPHB}):"", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""First Roar"", ""entries"": [""{@actSave wis} {@dc 20}, each enemy in a 500-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the sphinx. {@actSaveFail} The target has the {@condition Frightened|XPHB} condition for 1 minute.""]}, {""type"": ""item"", ""name"": ""Second Roar"", ""entries"": [""{@actSave wis} {@dc 20}, each enemy in a 500-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the sphinx. {@actSaveFail} The target has the {@condition Paralyzed|XPHB} condition, and it repeats the save at the end of each of its turns, ending the effect on itself on a success. After 1 minute, it succeeds automatically.""]}, {""type"": ""item"", ""name"": ""Third Roar"", ""entries"": [""{@actSave con} {@dc 20}, each enemy in a 500-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the sphinx. {@actSaveFail} 44 ({@damage 8d10}) Thunder damage, and the target has the {@condition Prone|XPHB} condition. {@actSaveSuccess} Half damage only.""]}]}]}]",,,"[{""name"": ""Arcane Prowl"", ""entries"": [""The sphinx can teleport up to 30 feet to an unoccupied space it can see, and it makes one Claw attack.""]}, {""name"": ""Weight of Years"", ""entries"": [""{@actSave con} {@dc 16}, one creature the sphinx can see within 120 feet. {@actSaveFail} The target gains 1 {@condition Exhaustion|XPHB} level. While the target has any {@condition Exhaustion|XPHB} levels, it appears {@dice 3d10} years older. {@actSaveSuccessOrFail} The sphinx can't take this action again until the start of its next turn.""]}]","[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The sphinx casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save {@dc 20}):""], ""will"": [""{@spell Detect Evil and Good|XPHB}"", ""{@spell Thaumaturgy|XPHB}""], ""daily"": {""1e"": [""{@spell Detect Magic|XPHB}"", ""{@spell Dispel Magic|XPHB}"", ""{@spell Greater Restoration|XPHB}"", ""{@spell Heroes' Feast|XPHB}"", ""{@spell Zone of Truth|XPHB}""]}, ""ability"": ""wis"", ""displayAs"": ""action""}]"
Sphinx of Wonder,XMM,"[""T""]",celestial,"[""L"", ""G""]",[13],"{""average"": 24, ""formula"": ""7d4 + 7""}","{""walk"": 20, ""fly"": 40}",6,17,13,15,12,11,,"{""arcana"": ""+4"", ""religion"": ""+4"", ""stealth"": ""+5""}",11,"[""Celestial"", ""Common""]",1,"[{""name"": ""Magic Resistance"", ""entries"": [""The sphinx has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}]","[{""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}5 ({@damage 1d4 + 3}) Slashing damage plus 7 ({@damage 2d6}) Radiant damage.""]}]",,"[{""name"": ""Burst of Ingenuity (2/Day)"", ""entries"": [""{@actTrigger} The sphinx or another creature within 30 feet makes an ability check or a saving throw. {@actResponse} The sphinx adds 2 to the roll.""]}]",,
Spider,XMM,"[""T""]",beast,"[""U""]",[12],"{""average"": 1, ""formula"": ""1d4 - 1""}","{""walk"": 20, ""climb"": 20}",2,14,8,1,10,2,,"{""stealth"": ""+4""}",10,,0,"[{""name"": ""Spider Climb"", ""entries"": [""The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check.""]}, {""name"": ""Web Walker"", ""entries"": [""The spider ignores movement restrictions caused by webs, and the spider knows the location of any other creature in contact with the same web.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}1 Piercing damage plus 2 ({@damage 1d4}) Poison damage.""]}]",,,,
Spirit Naga,XMM,"[""L""]",fiend,"[""C"", ""E""]",[17],"{""average"": 135, ""formula"": ""18d10 + 36""}","{""walk"": 40}",18,17,14,16,15,16,"{""dex"": ""+6"", ""con"": ""+5"", ""wis"": ""+5"", ""cha"": ""+6""}",,12,"[""Abyssal"", ""Common""]",8,"[{""name"": ""Fiendish Restoration"", ""entries"": [""If it dies, the naga returns to life in {@dice 1d6} days and regains all its {@variantrule Hit Points|XPHB}. Only a {@spell Wish|XPHB} spell can prevent this trait from functioning.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The naga makes three attacks, using Bite or Necrotic Ray in any combination.""]}, {""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 7}, reach 10 ft. {@h}7 ({@damage 1d6 + 4}) Piercing damage plus 14 ({@damage 4d6}) Poison damage.""]}, {""name"": ""Necrotic Ray"", ""entries"": [""{@atkr r} {@hit 6}, range 60 ft. {@h}21 ({@damage 6d6}) Necrotic damage.""]}]",,,,"[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The naga casts one of the following spells, requiring no Somatic or Material components and using Intelligence as the spellcasting ability (spell save {@dc 14}):""], ""will"": [""{@spell Detect Magic|XPHB}"", ""{@spell Mage Hand|XPHB}"", ""{@spell Minor Illusion|XPHB}"", ""{@spell Water Breathing|XPHB}""], ""daily"": {""2e"": [""{@spell Detect Thoughts|XPHB}"", ""{@spell Dimension Door|XPHB}"", ""{@spell Hold Person|XPHB} (level 3 version)"", ""{@spell Lightning Bolt|XPHB} (level 4 version)""]}, ""ability"": ""int"", ""displayAs"": ""action""}]"
Sprite,XMM,"[""T""]",fey,"[""N"", ""G""]",[15],"{""average"": 10, ""formula"": ""4d4""}","{""walk"": 10, ""fly"": 40}",3,18,10,14,13,11,,"{""perception"": ""+3"", ""stealth"": ""+8""}",13,"[""Common"", ""Elvish"", ""Sylvan""]",1/4,,"[{""name"": ""Needle Sword"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}6 ({@damage 1d4 + 4}) Piercing damage.""]}, {""name"": ""Enchanting Bow"", ""entries"": [""{@atkr r} {@hit 6}, range 40/160 ft. {@h}1 Piercing damage, and the target has the {@condition Charmed|XPHB} condition until the start of the sprite's next turn.""]}, {""name"": ""Heart Sight"", ""entries"": [""{@actSave cha} {@dc 10}, one creature within 5 feet the sprite can see (Celestials, Fiends, and Undead automatically fail the save). {@actSaveFail} The sprite knows the target's emotions and alignment.""]}]",,,,"[{""name"": ""Invisibility"", ""type"": ""spellcasting"", ""headerEntries"": [""The sprite casts {@spell Invisibility|XPHB} on itself, requiring no spell components and using Charisma as the spellcasting ability.""], ""will"": [""{@spell Invisibility|XPHB}""], ""ability"": ""cha"", ""displayAs"": ""action"", ""hidden"": [""will""]}]"
Spy,XMM,"[""S"", ""M""]",humanoid,"[""N""]",[12],"{""average"": 27, ""formula"": ""6d8""}","{""walk"": 30, ""climb"": 30}",10,15,10,12,14,16,,"{""deception"": ""+5"", ""insight"": ""+4"", ""investigation"": ""+5"", ""perception"": ""+6"", ""sleight of hand"": ""+4"", ""stealth"": ""+6""}",16,"[""Common plus one other language""]",1,,"[{""name"": ""Shortsword"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}5 ({@damage 1d6 + 2}) Piercing damage plus 7 ({@damage 2d6}) Poison damage.""]}, {""name"": ""Hand Crossbow"", ""entries"": [""{@atkr r} {@hit 4}, range 30/120 ft. {@h}5 ({@damage 1d6 + 2}) Piercing damage plus 7 ({@damage 2d6}) Poison damage.""]}]","[{""name"": ""Cunning Action"", ""entries"": [""The spy takes the {@action Dash|XPHB}, {@action Disengage|XPHB}, or {@action Hide|XPHB} action.""]}]",,,
Steam Mephit,XMM,"[""S""]",elemental,"[""N"", ""E""]",[10],"{""average"": 17, ""formula"": ""5d6""}","{""walk"": 30, ""fly"": 30}",5,11,10,11,10,12,,"{""stealth"": ""+2""}",10,"[""Primordial (Aquan, Ignan)""]",1/4,"[{""name"": ""Blurred Form"", ""entries"": [""Attack rolls against the mephit are made with {@variantrule Disadvantage|XPHB} unless the mephit has the {@condition Incapacitated|XPHB} condition.""]}, {""name"": ""Death Burst"", ""entries"": [""The mephit explodes when it dies. {@actSave dex} {@dc 10}, each creature in a 5-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the mephit. {@actSaveFail} 5 ({@damage 2d4}) Fire damage. {@actSaveSuccess} Half damage.""]}]","[{""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 2}, reach 5 ft. {@h}2 ({@damage 1d4}) Slashing damage plus 2 ({@damage 1d4}) Fire damage.""]}, {""name"": ""Steam Breath {@recharge}"", ""entries"": [""{@actSave con} {@dc 10}, each creature in a 15-foot {@variantrule Cone [Area of Effect]|XPHB|Cone}. {@actSaveFail} 5 ({@damage 2d4}) Fire damage, and the target's {@variantrule Speed|XPHB} decreases by 10 feet until the end of the mephit's next turn. {@actSaveSuccess} Half damage only. {@actSaveSuccessOrFail} Being underwater doesn't grant {@variantrule Resistance|XPHB} to this Fire damage.""]}]",,,,
Stirge,XMM,"[""T""]",monstrosity,"[""U""]",[13],"{""average"": 5, ""formula"": ""2d4""}","{""walk"": 10, ""fly"": 40}",4,16,11,2,8,6,,,9,,1/8,,"[{""name"": ""Proboscis"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}6 ({@damage 1d6 + 3}) Piercing damage, and the stirge attaches to the target. While attached, the stirge can't make Proboscis attacks, and the target takes 5 ({@damage 2d4}) Necrotic damage at the start of each of the stirge's turns."", ""The stirge can detach itself by spending 5 feet of its movement. The target or a creature within 5 feet of it can detach the stirge as an action.""]}]",,,,
Stone Giant,XMM,"[""H""]",giant,"[""N""]",[17],"{""average"": 126, ""formula"": ""11d12 + 55""}","{""walk"": 40}",23,15,20,10,12,9,"{""dex"": ""+5"", ""con"": ""+8"", ""wis"": ""+4""}","{""athletics"": ""+12"", ""perception"": ""+4"", ""stealth"": ""+5""}",14,"[""Giant""]",7,,"[{""name"": ""Multiattack"", ""entries"": [""The giant makes two attacks, using Stone Club or Boulder in any combination.""]}, {""name"": ""Stone Club"", ""entries"": [""{@atkr m} {@hit 9}, reach 15 ft. {@h}22 ({@damage 3d10 + 6}) Bludgeoning damage.""]}, {""name"": ""Boulder"", ""entries"": [""{@atkr r} {@hit 9}, range 60/240 ft. {@h}15 ({@damage 2d8 + 6}) Bludgeoning damage. If the target is a Large or smaller creature, it has the {@condition Prone|XPHB} condition.""]}]",,"[{""name"": ""Deflect Missile {@recharge 5}"", ""entries"": [""{@actTrigger} The giant is hit by a ranged attack roll and takes Bludgeoning, Piercing, or Slashing damage from it. {@actResponse} The giant reduces the damage it takes from the attack by 11 ({@dice 1d10 + 6}), and if that damage is reduced to 0, the giant can redirect some of the attack's force. {@actSave dex} {@dc 17}, one creature the giant can see within 60 feet. {@actSaveFail} 11 ({@damage 1d10 + 6}) Force damage.""]}]",,
Stone Golem,XMM,"[""L""]",construct,"[""U""]",[18],"{""average"": 220, ""formula"": ""21d10 + 105""}","{""walk"": 30}",22,9,20,3,11,1,,,10,"[""understands Common plus two other languages but can't speak""]",10,"[{""name"": ""Immutable Form"", ""entries"": [""The golem can't shape-shift.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The golem has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The golem makes two attacks, using Slam or Force Bolt in any combination.""]}, {""name"": ""Slam"", ""entries"": [""{@atkr m} {@hit 10}, reach 5 ft. {@h}15 ({@damage 2d8 + 6}) Bludgeoning damage plus 9 ({@damage 2d8}) Force damage.""]}, {""name"": ""Force Bolt"", ""entries"": [""{@atkr r} {@hit 9}, range 120 ft. {@h}22 ({@damage 4d10}) Force damage.""]}]",,,,"[{""name"": ""Slow {@recharge 5}"", ""type"": ""spellcasting"", ""headerEntries"": [""The golem casts the {@spell Slow|XPHB} spell, requiring no spell components and using Constitution as the spellcasting ability (spell save {@dc 17}).""], ""recharge"": {""5"": [""{@spell Slow|XPHB}""]}, ""ability"": ""con"", ""displayAs"": ""bonus"", ""hidden"": [""recharge""]}]"
Storm Giant,XMM,"[""H""]",giant,"[""C"", ""G""]",[16],"{""average"": 230, ""formula"": ""20d12 + 100""}","{""walk"": 50, ""fly"": {""number"": 25, ""condition"": ""(hover)""}, ""swim"": 50, ""canHover"": true}",29,14,20,16,20,18,"{""str"": ""+14"", ""con"": ""+10"", ""wis"": ""+10"", ""cha"": ""+9""}","{""arcana"": ""+8"", ""athletics"": ""+14"", ""history"": ""+8"", ""perception"": ""+10""}",20,"[""Common"", ""Giant""]",13,"[{""name"": ""Amphibious"", ""entries"": [""The giant can breathe air and water.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The giant makes two attacks, using Storm Sword or Thunderbolt in any combination.""]}, {""name"": ""Storm Sword"", ""entries"": [""{@atkr m} {@hit 14}, reach 10 ft. {@h}23 ({@damage 4d6 + 9}) Slashing damage plus 13 ({@damage 3d8}) Lightning damage.""]}, {""name"": ""Thunderbolt"", ""entries"": [""{@atkr r} {@hit 14}, range 500 ft. {@h}22 ({@damage 2d12 + 9}) Lightning damage, and the target has the {@condition Blinded|XPHB} and {@condition Deafened|XPHB} conditions until the start of the giant's next turn.""]}, {""name"": ""Lightning Storm {@recharge 5}"", ""entries"": [""{@actSave dex} {@dc 18}, each creature in a 10-foot-radius, 40-foot-high {@variantrule Cylinder [Area of Effect]|XPHB|Cylinder} originating from a point the giant can see within 500 feet. {@actSaveFail} 55 ({@damage 10d10}) Lightning damage. {@actSaveSuccess} Half damage.""]}]",,,,"[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The giant casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save {@dc 18}):""], ""will"": [""{@spell Detect Magic|XPHB}"", ""{@spell Light|XPHB}""], ""daily"": {""1"": [""{@spell Control Weather|XPHB}""]}, ""ability"": ""wis"", ""displayAs"": ""action""}]"
Succubus,XMM,"[""M""]",fiend,"[""N"", ""E""]",[15],"{""average"": 71, ""formula"": ""13d8 + 13""}","{""walk"": 30, ""fly"": 60}",8,17,13,15,12,20,,"{""deception"": ""+9"", ""insight"": ""+5"", ""perception"": ""+5"", ""persuasion"": ""+9"", ""stealth"": ""+7""}",15,"[""Abyssal"", ""Common"", ""Infernal; telepathy 60 ft.""]",4,"[{""name"": ""Incubus Form"", ""entries"": [""When the succubus finishes a {@variantrule Long Rest|XPHB}, it can shape-shift into an {@creature Incubus|XMM}, using that stat block instead of this one.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The succubus makes one Fiendish Touch attack and uses Charm or Draining Kiss.""]}, {""name"": ""Fiendish Touch"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}16 ({@damage 2d10 + 5}) Psychic damage.""]}, {""name"": ""Charm"", ""entries"": [""The succubus casts {@spell Dominate Person|XPHB} (level 8 version), requiring no spell components and using Charisma as the spellcasting ability (spell save {@dc 15}).""]}, {""name"": ""Draining Kiss"", ""entries"": [""{@actSave con} {@dc 15}, one creature {@condition Charmed|XPHB} by the succubus within 5 feet. {@actSaveFail} 13 ({@damage 3d8}) Psychic damage. {@actSaveSuccess} Half damage. {@actSaveSuccessOrFail} The target's {@variantrule Hit Points|XPHB|Hit Point} maximum decreases by an amount equal to the damage taken.""]}]","[{""name"": ""Shape-Shift"", ""entries"": [""The succubus shape-shifts to resemble a Medium or Small Humanoid or back into its true form. Its game statistics are the same in each form, except its {@variantrule Fly Speed|XPHB} is available only in its true form. Any equipment it's wearing or carrying isn't transformed.""]}]",,,
Swarm of Bats,XMM,"[""L""]","{""type"": ""beast"", ""swarmSize"": ""T""}","[""U""]",[12],"{""average"": 11, ""formula"": ""2d10""}","{""walk"": 5, ""fly"": 30}",5,15,10,2,12,4,,,11,,1/4,"[{""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}]","[{""name"": ""Bites"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}5 ({@damage 2d4}) Piercing damage, or 2 ({@damage 1d4}) Piercing damage if the swarm is {@status Bloodied|XPHB}.""]}]",,,,
Swarm of Crawling Claws,XMM,"[""M""]","{""type"": ""undead"", ""swarmSize"": ""T""}","[""N"", ""E""]",[12],"{""average"": 49, ""formula"": ""11d8""}","{""walk"": 30, ""climb"": 30}",14,14,11,5,10,4,,,10,"[""understands Common but can't speak""]",3,"[{""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny creature. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}]","[{""name"": ""Swarm of Grasping Hands"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}20 ({@damage 4d8 + 2}) Necrotic damage, or 11 ({@damage 2d8 + 2}) Necrotic damage if the swarm is {@status Bloodied|XPHB}. If the target is a Medium or smaller creature, it has the {@condition Prone|XPHB} condition.""]}]",,,,
Swarm of Insects,XMM,"[""M""]","{""type"": ""beast"", ""swarmSize"": ""T""}","[""U""]",[11],"{""average"": 19, ""formula"": ""3d8 + 6""}","{""walk"": 20, ""choose"": {""from"": [""climb"", ""fly""], ""amount"": 20, ""note"": ""(DM's choice)""}}",3,13,14,1,7,1,,,8,,1/2,"[{""name"": ""Spider Climb"", ""entries"": [""If the swarm has a {@variantrule Climb Speed|XPHB}, the swarm can climb difficult surfaces, including along ceilings, without needing to make an ability check.""]}, {""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}]","[{""name"": ""Bites"", ""entries"": [""{@atkr m} {@hit 3}, reach 5 ft. {@h}6 ({@damage 2d4 + 1}) Poison damage, or 3 ({@damage 1d4 + 1}) Poison damage if the swarm is {@status Bloodied|XPHB}.""]}]",,,,
Swarm of Piranhas,XMM,"[""M""]","{""type"": ""beast"", ""swarmSize"": ""T""}","[""U""]",[13],"{""average"": 28, ""formula"": ""8d8 - 8""}","{""walk"": 5, ""swim"": 40}",13,16,9,1,7,2,,,8,,1,"[{""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny piranha. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}, {""name"": ""Water Breathing"", ""entries"": [""The swarm can breathe only underwater.""]}]","[{""name"": ""Bites"", ""entries"": [""{@atkr m} {@hit 5} (with {@variantrule Advantage|XPHB} if the target doesn't have all its {@variantrule Hit Points|XPHB}), reach 5 ft. {@h}8 ({@damage 2d4 + 3}) Piercing damage, or 5 ({@damage 1d4 + 3}) Piercing damage if the swarm is {@status Bloodied|XPHB}.""]}]",,,,
Swarm of Rats,XMM,"[""M""]","{""type"": ""beast"", ""swarmSize"": ""T""}","[""U""]",[10],"{""average"": 14, ""formula"": ""4d8 - 4""}","{""walk"": 30, ""climb"": 30}",9,11,9,2,10,3,,,10,,1/4,"[{""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}]","[{""name"": ""Bites"", ""entries"": [""{@atkr m} {@hit 2}, reach 5 ft. {@h}5 ({@damage 2d4}) Piercing damage, or 2 ({@damage 1d4}) Piercing damage if the swarm is {@status Bloodied|XPHB}.""]}]",,,,
Swarm of Ravens,XMM,"[""M""]","{""type"": ""beast"", ""swarmSize"": ""T""}","[""U""]",[12],"{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 10, ""fly"": 50}",6,14,12,5,12,6,,"{""perception"": ""+5""}",15,,1/4,"[{""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}]","[{""name"": ""Beaks"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}5 ({@damage 1d6 + 2}) Piercing damage, or 2 ({@damage 1d4}) Piercing damage if the swarm is {@status Bloodied|XPHB}.""]}, {""name"": ""Cacophony {@recharge}"", ""entries"": [""{@actSave wis} {@dc 10}, one creature in the swarm's space. {@actSaveFail} The target has the {@condition Deafened|XPHB} condition until the start of the swarm's next turn. While {@condition Deafened|XPHB}, the target also has {@variantrule Disadvantage|XPHB} on ability checks and attack rolls.""]}]",,,,
Swarm of Venomous Snakes,XMM,"[""M""]","{""type"": ""beast"", ""swarmSize"": ""T""}","[""U""]",[14],"{""average"": 36, ""formula"": ""8d8""}","{""walk"": 30, ""swim"": 30}",8,18,11,1,10,3,,,10,,2,"[{""name"": ""Swarm"", ""entries"": [""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain {@variantrule Hit Points|XPHB} or gain {@variantrule Temporary Hit Points|XPHB}.""]}]","[{""name"": ""Bites"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}8 ({@damage 1d8 + 4}) Piercing damage—or 6 ({@damage 1d4 + 4}) Piercing damage if the swarm is {@status Bloodied|XPHB}—plus 10 ({@damage 3d6}) Poison damage.""]}]",,,,
